complaint_id,actual_withdrawal_id,actual_h3_cell,actual_atm_id,actual_withdrawal_timestamp,actual_withdrawal_amount,time_to_cashout_seconds,cashout_occurred
CMP00005070,WDR00006097,883cf38b43fffff,ATM001885,2024-06-28T13:06:58,6850.37,9147.0,True
CMP00005071,,,,,,,False
CMP00005072,WDR00006098,883c22c0a1fffff,ATM001430,2024-02-13T22:17:07,1035.25,10178.0,True
CMP00005073,,,,,,,False
CMP00005074,WDR00006099,883d8dcf2bfffff,ATM001013,2024-06-13T19:08:01,2241.08,4141.0,True
CMP00005074,WDR00006100,883d8cb9b9fffff,ATM001540,2024-06-13T19:37:19,4115.07,5899.0,True
CMP00005075,WDR00006101,883c1eac89fffff,ATM001487,2024-12-21T23:54:59,77615.87,13651.0,True
CMP00005076,WDR00006102,883c1998a1fffff,ATM001563,2024-10-13T09:47:59,5979.78,4756.0,True
CMP00005077,WDR00006103,8860b284e7fffff,ATM001935,2024-07-20T04:47:53,11453.82,520.0,True
CMP00005078,WDR00006104,886013124dfffff,ATM001459,2024-06-06T18:09:47,9794.5,2681.0,True
CMP00005079,WDR00006105,8842c612d3fffff,ATM002000,2024-05-01T21:35:12,234.31,2193.0,True
CMP00005079,WDR00006106,8842c47059fffff,ATM001428,2024-05-01T21:49:29,1058.4,3050.0,True
CMP00005079,WDR00006107,8842c47059fffff,ATM001428,2024-05-01T22:11:10,698.05,4351.0,True
CMP00005079,WDR00006108,883d92db1bfffff,ATM001817,2024-05-01T22:29:43,105.03,5464.0,True
CMP00005080,WDR00006109,8860145b51fffff,ATM000602,2024-04-29T01:07:30,154367.75,1936.0,True
CMP00005081,WDR00006110,8860b03155fffff,ATM001687,2024-08-04T16:59:13,5023.21,5380.0,True
CMP00005081,WDR00006111,8860b00067fffff,ATM001588,2024-08-04T17:21:51,6367.61,6738.0,True
CMP00005082,WDR00006112,883c89b623fffff,ATM001998,2024-02-19T14:48:08,26478.98,576.0,True
CMP00005083,WDR00006113,883d8dcf11fffff,ATM001023,2024-11-04T08:49:43,4725.61,1386.0,True
CMP00005084,WDR00006114,8860313019fffff,ATM001476,2024-09-06T00:08:20,41608.46,2893.0,True
CMP00005085,,,,,,,False
CMP00005086,WDR00006115,88618c4181fffff,ATM000456,2024-02-10T20:53:38,39866.69,1756.0,True
CMP00005087,WDR00006116,8842ea90cbfffff,ATM001467,2024-04-04T17:42:04,3509.87,3686.0,True
CMP00005087,WDR00006117,8842eabb2dfffff,ATM001910,2024-04-04T17:56:34,39589.43,4556.0,True
CMP00005088,,,,,,,False
CMP00005089,WDR00006118,883d8dcd55fffff,ATM001025,2024-08-13T10:48:38,127640.45,3896.0,True
CMP00005089,WDR00006119,883d8dcd55fffff,ATM000870,2024-08-13T11:18:25,7374.56,5683.0,True
CMP00005089,WDR00006120,883d8dcd43fffff,ATM000972,2024-08-13T11:47:13,128868.82,7411.0,True
CMP00005090,,,,,,,False
CMP00005091,WDR00006121,88608850c9fffff,ATM001194,2024-09-06T23:33:01,3219.91,1390.0,True
CMP00005091,WDR00006122,88608850cdfffff,ATM001281,2024-09-06T23:56:57,7255.83,2826.0,True
CMP00005091,WDR00006123,88608850cdfffff,ATM001281,2024-09-07T00:14:18,1490.38,3867.0,True
CMP00005091,WDR00006124,883da218e3fffff,ATM000504,2024-09-07T00:24:46,5370.28,4495.0,True
CMP00005092,WDR00006125,883da11543fffff,ATM000210,2024-02-17T20:53:37,210791.26,2829.0,True
CMP00005093,WDR00006126,883da11753fffff,ATM001253,2024-02-20T11:11:44,1574.17,2285.0,True
CMP00005094,WDR00006127,883d12a231fffff,ATM001897,2024-05-03T20:59:58,7035.59,4926.0,True
CMP00005094,WDR00006128,883d12a231fffff,ATM001897,2024-05-03T21:18:59,4252.1,6067.0,True
CMP00005095,,,,,,,False
CMP00005096,WDR00006129,883d145833fffff,ATM001538,2024-06-05T22:55:01,27720.45,8675.0,True
CMP00005097,WDR00006130,8860a36657fffff,ATM001816,2024-01-02T12:49:28,1780.97,3630.0,True
CMP00005097,WDR00006131,88609a1947fffff,ATM001976,2024-01-02T13:18:48,774.29,5390.0,True
CMP00005098,WDR00006132,883d145833fffff,ATM001538,2024-06-22T18:05:44,10408.18,1939.0,True
CMP00005099,,,,,,,False
CMP00005100,WDR00006133,883d80372dfffff,ATM001662,2024-12-07T15:44:24,8564.94,1359.0,True
CMP00005101,WDR00006134,883da89425fffff,ATM001560,2024-12-24T15:23:20,38160.43,13807.0,True
CMP00005102,WDR00006135,886091422dfffff,ATM001403,2024-03-28T18:30:02,2801.69,1724.0,True
CMP00005103,,,,,,,False
CMP00005104,WDR00006136,883cb2db6dfffff,ATM001875,2024-11-27T12:46:42,66851.76,7098.0,True
CMP00005104,WDR00006137,883cb2db6dfffff,ATM001875,2024-11-27T12:56:34,31773.97,7690.0,True
CMP00005105,WDR00006138,8860117933fffff,ATM001782,2024-04-30T13:59:12,20535.59,7295.0,True
CMP00005106,,,,,,,False
CMP00005107,WDR00006139,883da20155fffff,ATM000337,2024-01-01T11:33:01,59381.62,2028.0,True
CMP00005108,WDR00006140,88608b5861fffff,ATM001195,2024-07-24T17:11:29,14156.5,4792.0,True
CMP00005109,WDR00006141,883c1998a1fffff,ATM001563,2024-08-19T14:43:30,147477.18,5277.0,True
CMP00005109,WDR00006142,883c1998a1fffff,ATM001563,2024-08-19T15:08:35,153341.26,6782.0,True
CMP00005110,,,,,,,False
CMP00005111,WDR00006143,883d1aa0d7fffff,ATM001673,2024-07-05T23:57:09,6879.42,1648.0,True
CMP00005112,WDR00006144,8860930731fffff,ATM001513,2024-05-13T09:08:10,5436.76,2912.0,True
CMP00005112,WDR00006145,8860930731fffff,ATM001513,2024-05-13T09:14:58,20379.7,3320.0,True
CMP00005113,WDR00006146,88602e9b03fffff,ATM001587,2024-03-16T11:27:51,127822.96,1924.0,True
CMP00005114,WDR00006147,886096b00dfffff,ATM001812,2024-04-22T15:14:14,7831.24,2275.0,True
CMP00005115,WDR00006148,8842f3a19bfffff,ATM001550,2024-10-14T19:00:33,8567.73,5389.0,True
CMP00005115,WDR00006149,883d8dcd55fffff,ATM001062,2024-10-14T19:18:26,4216.52,6462.0,True
CMP00005116,,,,,,,False
CMP00005117,WDR00006150,88601535adfffff,ATM001502,2024-10-27T20:21:18,33828.05,464.0,True
CMP00005118,WDR00006151,8860a25b3dfffff,ATM000754,2024-07-18T02:36:10,370813.24,4217.0,True
CMP00005119,WDR00006152,8842ceb59bfffff,ATM001147,2024-08-17T17:53:04,242068.77,1564.0,True
CMP00005120,WDR00006153,883d8dcd5dfffff,ATM000948,2024-09-04T22:35:31,35612.19,13129.0,True
CMP00005121,,,,,,,False
CMP00005122,WDR00006154,884243ab13fffff,ATM001853,2024-03-16T16:50:38,27743.54,5769.0,True
CMP00005123,WDR00006155,883db0ca2dfffff,ATM001705,2024-12-26T13:38:07,43169.45,3252.0,True
CMP00005124,,,,,,,False
CMP00005125,,,,,,,False
CMP00005126,WDR00006156,8860222053fffff,ATM001841,2024-03-27T02:45:07,5762.53,3820.0,True
CMP00005127,WDR00006157,8860b2d4d9fffff,ATM001939,2024-01-31T13:29:46,53221.82,3550.0,True
CMP00005128,WDR00006158,88609b80e1fffff,ATM001490,2024-08-24T23:02:49,95189.27,6116.0,True
CMP00005128,WDR00006159,88609b80e1fffff,ATM001490,2024-08-24T23:29:14,5656.7,7701.0,True
CMP00005129,WDR00006160,886088c1a9fffff,ATM000951,2024-03-23T17:51:22,21282.77,1585.0,True
CMP00005130,WDR00006161,883da218c5fffff,ATM000220,2024-08-04T02:51:30,8840.57,10615.0,True
CMP00005131,WDR00006162,883da08861fffff,ATM001423,2024-05-23T15:39:28,11956.74,6452.0,True
CMP00005131,WDR00006163,883da08861fffff,ATM001423,2024-05-23T15:59:10,5941.73,7634.0,True
CMP00005132,WDR00006164,883c1d50ebfffff,ATM001987,2024-10-21T13:04:07,12692.5,11506.0,True
CMP00005133,WDR00006165,8842ceb5a7fffff,ATM001151,2024-08-10T08:29:39,356398.0,2272.0,True
CMP00005134,WDR00006166,883da11585fffff,ATM000947,2024-08-20T09:26:32,39695.69,3540.0,True
CMP00005135,WDR00006167,883cf29987fffff,ATM000120,2024-10-02T01:34:39,547.85,4135.0,True
CMP00005135,WDR00006168,883cf2b15bfffff,ATM001963,2024-10-02T01:47:38,317.56,4914.0,True
CMP00005135,WDR00006169,883cf6259bfffff,ATM001438,2024-10-02T02:13:30,3428.14,6466.0,True
CMP00005135,WDR00006170,883cf2b15bfffff,ATM001963,2024-10-02T02:27:07,6484.73,7283.0,True
CMP00005136,WDR00006171,883da18dd5fffff,ATM001566,2024-12-19T17:43:47,20657.47,1323.0,True
CMP00005137,WDR00006172,8860995927fffff,ATM001679,2024-10-01T02:37:43,52129.6,7481.0,True
CMP00005137,WDR00006173,8860995927fffff,ATM001679,2024-10-01T02:48:15,42279.24,8113.0,True
CMP00005138,,,,,,,False
CMP00005139,WDR00006174,8860a25b01fffff,ATM000742,2024-01-08T07:42:20,8181.04,2998.0,True
CMP00005140,WDR00006175,883d13549dfffff,ATM001402,2024-09-15T09:31:56,10878.48,1920.0,True
CMP00005141,WDR00006176,883db5ae11fffff,ATM001507,2024-02-10T17:56:20,3540.3,1770.0,True
CMP00005142,WDR00006177,88424a2eb1fffff,ATM001697,2024-09-21T14:12:17,2731.34,683.0,True
CMP00005143,WDR00006178,8860885085fffff,ATM000157,2024-05-12T16:01:49,6917.01,9764.0,True
CMP00005144,WDR00006179,883cf450d9fffff,ATM001805,2024-06-29T17:48:35,73500.93,13317.0,True
CMP00005145,WDR00006180,8860a50457fffff,ATM001478,2024-12-07T22:45:42,41392.69,1222.0,True
CMP00005146,WDR00006181,8842c01533fffff,ATM001552,2024-04-30T18:10:05,70062.04,8350.0,True
CMP00005147,WDR00006182,883da1175dfffff,ATM001327,2024-10-29T11:21:13,3627.41,845.0,True
CMP00005148,WDR00006183,8842edb963fffff,ATM001580,2024-06-06T19:02:21,39571.82,2229.0,True
CMP00005149,WDR00006184,883d8a7351fffff,ATM001833,2024-07-30T11:12:17,12765.13,3123.0,True
CMP00005150,WDR00006185,883da110dbfffff,ATM001157,2024-12-07T17:52:09,436014.97,8405.0,True
CMP00005151,WDR00006186,8842c302ebfffff,ATM001940,2024-02-14T22:30:20,981.04,2107.0,True
CMP00005151,WDR00006187,8842cc9ac5fffff,ATM001500,2024-02-14T22:36:33,4575.0,2480.0,True
CMP00005152,WDR00006188,883da1aae5fffff,ATM001789,2024-03-10T21:12:41,17922.28,3370.0,True
CMP00005153,WDR00006189,886032d489fffff,ATM001693,2024-12-09T12:50:36,15795.98,6902.0,True
CMP00005153,WDR00006190,886032d489fffff,ATM001693,2024-12-09T13:11:05,16748.03,8131.0,True
CMP00005154,WDR00006191,886000175bfffff,ATM001751,2024-07-05T05:25:20,5038.65,6424.0,True
CMP00005155,WDR00006192,883d989a29fffff,ATM001420,2024-12-06T20:08:26,315369.47,1485.0,True
CMP00005156,WDR00006193,883c120545fffff,ATM001955,2024-01-29T21:25:46,118538.13,12369.0,True
CMP00005157,WDR00006194,8860146969fffff,ATM001744,2024-11-17T08:22:23,125765.98,4491.0,True
CMP00005157,WDR00006195,8860146969fffff,ATM001744,2024-11-17T08:47:24,52272.02,5992.0,True
CMP00005158,WDR00006196,883da10235fffff,ATM001941,2024-11-19T17:12:55,12221.52,9484.0,True
CMP00005159,WDR00006197,883d91d5adfffff,ATM001647,2024-07-15T17:25:46,5696.22,1385.0,True
CMP00005160,WDR00006198,883c35c901fffff,ATM001778,2024-09-30T16:22:57,4386.32,1812.0,True
CMP00005161,WDR00006199,883cf502d3fffff,ATM001510,2024-09-11T09:49:53,50883.37,2784.0,True
CMP00005162,,,,,,,False
CMP00005163,WDR00006200,88611a4011fffff,ATM001894,2024-12-23T21:17:27,2094.32,5151.0,True
CMP00005163,WDR00006201,8860354b3dfffff,ATM001412,2024-12-23T21:28:58,151.1,5842.0,True
CMP00005164,WDR00006202,883cb200e9fffff,ATM001874,2024-04-08T15:38:53,23916.22,1154.0,True
CMP00005165,WDR00006203,886005c437fffff,ATM001446,2024-02-04T11:57:29,20231.05,6818.0,True
CMP00005165,WDR00006204,886005c437fffff,ATM001446,2024-02-04T12:10:37,3027.49,7606.0,True
CMP00005166,WDR00006205,883db5d11bfffff,ATM001524,2024-09-24T13:41:25,3552.07,8481.0,True
CMP00005167,WDR00006206,883d8dc8abfffff,ATM001335,2024-03-14T20:53:08,20284.77,1188.0,True
CMP00005168,WDR00006207,883d98ae05fffff,ATM001620,2024-01-10T21:12:58,8395.87,8559.0,True
CMP00005169,WDR00006208,8860b52807fffff,ATM001386,2024-12-23T02:06:09,24862.08,1486.0,True
CMP00005170,WDR00006209,886026c46bfffff,ATM001432,2024-04-12T15:11:24,55201.33,7701.0,True
CMP00005170,WDR00006210,886026c46bfffff,ATM001432,2024-04-12T15:23:01,33342.01,8398.0,True
CMP00005171,WDR00006211,8860a6389dfffff,ATM001499,2024-04-25T12:33:07,21674.82,2563.0,True
CMP00005172,,,,,,,False
CMP00005173,WDR00006212,883c1ea863fffff,ATM001648,2024-07-01T15:40:57,192460.77,12114.0,True
CMP00005174,,,,,,,False
CMP00005175,WDR00006213,883d12d19bfffff,ATM001718,2024-07-29T01:08:15,5783.7,5743.0,True
CMP00005176,WDR00006214,8842c5ac23fffff,ATM001828,2024-05-05T16:58:56,9154.61,1672.0,True
CMP00005177,WDR00006215,8860b335b1fffff,ATM001986,2024-02-19T05:34:32,295287.44,3504.0,True
CMP00005178,WDR00006216,883da1aa0dfffff,ATM000591,2024-09-29T01:08:35,4487.01,2581.0,True
CMP00005179,WDR00006217,8860964c21fffff,ATM001909,2024-03-20T02:19:01,2086.77,10726.0,True
CMP00005180,,,,,,,False
CMP00005181,WDR00006218,883d131a4bfffff,ATM001882,2024-12-13T11:19:55,7103.83,6708.0,True
CMP00005181,WDR00006219,883d131a4bfffff,ATM001882,2024-12-13T11:29:27,15164.34,7280.0,True
CMP00005181,WDR00006220,883d1eca57fffff,ATM001850,2024-12-13T11:51:35,6659.7,8608.0,True
CMP00005181,WDR00006221,883d1eca57fffff,ATM001850,2024-12-13T12:14:27,5672.07,9980.0,True
CMP00005182,WDR00006222,886096b00dfffff,ATM001812,2024-04-22T12:50:49,42344.42,531.0,True
CMP00005183,WDR00006223,883da18759fffff,ATM001426,2024-04-11T10:20:48,24154.87,507.0,True
CMP00005184,WDR00006224,886030d54dfffff,ATM001559,2024-10-11T22:45:59,273715.15,1660.0,True
CMP00005185,WDR00006225,883d8dcf31fffff,ATM000365,2024-08-01T21:09:05,3177.96,6333.0,True
CMP00005185,WDR00006226,883d8cb9b9fffff,ATM001540,2024-08-01T21:24:53,6892.69,7281.0,True
CMP00005185,WDR00006227,883d8cb9b9fffff,ATM001540,2024-08-01T21:31:24,5957.0,7672.0,True
CMP00005185,WDR00006228,883d8cb9b9fffff,ATM001540,2024-08-01T21:53:47,782.87,9015.0,True
CMP00005186,WDR00006229,883c1444a7fffff,ATM001808,2024-09-19T13:53:26,10163.56,4577.0,True
CMP00005186,WDR00006230,883c1444a7fffff,ATM001808,2024-09-19T13:58:28,15977.16,4879.0,True
CMP00005187,WDR00006231,8860b3ca47fffff,ATM001911,2024-10-01T02:45:28,46377.34,2190.0,True
CMP00005188,WDR00006232,883ca98ce1fffff,ATM001638,2024-10-21T06:18:25,64037.94,5125.0,True
CMP00005189,,,,,,,False
CMP00005190,WDR00006233,8842edb963fffff,ATM001580,2024-04-26T18:30:41,184681.81,9647.0,True
CMP00005191,WDR00006234,8860a69181fffff,ATM001451,2024-05-25T11:58:24,168751.07,1160.0,True
CMP00005192,WDR00006235,8860b23309fffff,ATM001435,2024-08-05T08:43:12,13617.31,1877.0,True
CMP00005193,WDR00006236,886022c433fffff,ATM001584,2024-06-19T21:41:19,13196.33,5820.0,True
CMP00005194,,,,,,,False
CMP00005195,,,,,,,False
CMP00005196,WDR00006237,883da1ab4bfffff,ATM000540,2024-01-12T16:02:31,21129.17,1987.0,True
CMP00005197,WDR00006238,883c1071c1fffff,ATM001721,2024-09-13T01:34:29,7454.29,3096.0,True
CMP00005197,WDR00006239,883c120545fffff,ATM001955,2024-09-13T02:01:14,2515.0,4701.0,True
CMP00005197,WDR00006240,8860a21aa3fffff,ATM001726,2024-09-13T02:27:31,9532.33,6278.0,True
CMP00005197,WDR00006241,883c120545fffff,ATM001955,2024-09-13T02:36:17,643.01,6804.0,True
CMP00005198,WDR00006242,88618c4d31fffff,ATM000650,2024-04-26T13:01:40,19000.43,2989.0,True
CMP00005199,WDR00006243,883c93b0adfffff,ATM001966,2024-11-14T17:58:26,58605.58,901.0,True
CMP00005200,WDR00006244,886088cdadfffff,ATM001250,2024-10-15T04:02:59,344150.59,708.0,True
CMP00005201,WDR00006245,8860b410bbfffff,ATM001609,2024-09-06T23:15:54,20017.93,3356.0,True
CMP00005202,WDR00006246,8860aa682bfffff,ATM001411,2024-11-19T14:16:55,140193.66,1014.0,True
CMP00005203,WDR00006247,883d1608a1fffff,ATM001494,2024-04-30T01:18:28,5079.65,11101.0,True
CMP00005204,WDR00006248,8860a465e3fffff,ATM001994,2024-05-26T21:13:26,485966.45,945.0,True
CMP00005205,WDR00006249,88619bce91fffff,ATM001924,2024-06-30T20:16:47,3332.61,2970.0,True
CMP00005206,WDR00006250,883da18539fffff,ATM000722,2024-01-14T22:22:09,2190.05,6768.0,True
CMP00005206,WDR00006251,886080392bfffff,ATM001916,2024-01-14T22:37:31,1649.93,7690.0,True
CMP00005206,WDR00006252,886080392bfffff,ATM001916,2024-01-14T22:43:45,32.51,8064.0,True
CMP00005207,WDR00006253,8860ae123dfffff,ATM001762,2024-02-14T14:08:42,12002.6,364.0,True
CMP00005208,WDR00006254,88611bc5e1fffff,ATM001660,2024-09-03T13:21:23,170139.29,3435.0,True
CMP00005209,,,,,,,False
CMP00005210,WDR00006255,883da062b5fffff,ATM001803,2024-05-26T21:43:25,69810.6,2974.0,True
CMP00005211,WDR00006256,8860a08d91fffff,ATM001819,2024-06-19T10:33:34,106294.58,3017.0,True
CMP00005212,WDR00006257,8842e358b3fffff,ATM001862,2024-08-05T14:13:52,2922.67,9100.0,True
CMP00005213,WDR00006258,886080392bfffff,ATM001916,2024-09-12T09:17:11,42946.3,957.0,True
CMP00005214,WDR00006259,8860aa2599fffff,ATM001437,2024-09-23T00:02:35,108126.96,6840.0,True
CMP00005215,WDR00006260,8860b6a769fffff,ATM001886,2024-09-14T20:07:16,49950.37,1558.0,True
CMP00005216,WDR00006261,886095603bfffff,ATM001946,2024-10-01T23:10:54,16237.37,14377.0,True
CMP00005217,WDR00006262,8860b3c59bfffff,ATM001536,2024-07-04T03:46:28,16729.74,10777.0,True
CMP00005217,WDR00006263,8860b3c59bfffff,ATM001536,2024-07-04T04:06:22,13944.16,11971.0,True
CMP00005218,WDR00006264,8842d575e3fffff,ATM001508,2024-09-26T17:21:02,5732.92,6667.0,True
CMP00005218,WDR00006265,8860b13713fffff,ATM001479,2024-09-26T17:41:11,10293.46,7876.0,True
CMP00005219,WDR00006266,883da11429fffff,ATM000153,2024-04-22T16:10:30,21034.39,1941.0,True
CMP00005220,WDR00006267,883c31a99dfffff,ATM001473,2024-03-11T14:38:09,10512.72,2765.0,True
CMP00005221,WDR00006268,883cf2c65dfffff,ATM000686,2024-06-03T16:00:23,724.87,7939.0,True
CMP00005221,WDR00006269,883cf2c647fffff,ATM000660,2024-06-03T16:08:53,2778.85,8449.0,True
CMP00005222,,,,,,,False
CMP00005223,WDR00006270,8842cd5091fffff,ATM001861,2024-04-20T23:31:45,18614.47,1444.0,True
CMP00005224,,,,,,,False
CMP00005225,WDR00006271,883c1ea863fffff,ATM001648,2024-02-24T16:56:06,87011.35,3072.0,True
CMP00005226,WDR00006272,8842dec0c9fffff,ATM001738,2024-09-20T17:05:59,10818.85,3928.0,True
CMP00005227,WDR00006273,8861892581fffff,ATM000469,2024-03-12T22:43:34,3924.34,4004.0,True
CMP00005228,WDR00006274,8842c98905fffff,ATM001593,2024-05-05T22:01:07,28333.47,8466.0,True
CMP00005229,WDR00006275,8842ea90cbfffff,ATM001467,2024-09-06T23:40:13,23411.65,3388.0,True
CMP00005230,WDR00006276,883c12d853fffff,ATM001719,2024-07-01T21:45:38,85401.17,7521.0,True
CMP00005231,WDR00006277,8842484425fffff,ATM001633,2024-06-08T10:06:19,45999.31,2608.0,True
CMP00005232,WDR00006278,88608db105fffff,ATM001527,2024-12-24T15:08:45,92022.57,1019.0,True
CMP00005233,,,,,,,False
CMP00005234,,,,,,,False
CMP00005235,,,,,,,False
CMP00005236,WDR00006279,88608b0b3bfffff,ATM001259,2024-03-26T05:19:01,19355.03,1646.0,True
CMP00005237,WDR00006280,8860145a31fffff,ATM000618,2024-07-23T18:00:52,76671.71,7792.0,True
CMP00005238,WDR00006281,8860b18531fffff,ATM001739,2024-04-13T18:19:50,60903.53,734.0,True
CMP00005239,WDR00006282,883c328f19fffff,ATM001557,2024-08-09T10:51:53,6645.6,1851.0,True
CMP00005240,WDR00006283,8860339a93fffff,ATM001564,2024-01-13T21:17:28,47710.61,2688.0,True
CMP00005241,WDR00006284,883cf2b15bfffff,ATM001963,2024-12-29T07:35:53,36672.78,1194.0,True
CMP00005242,WDR00006285,883db385e9fffff,ATM001840,2024-11-15T23:03:37,2002.2,4103.0,True
CMP00005242,WDR00006286,883d952b13fffff,ATM001406,2024-11-15T23:22:38,435.99,5244.0,True
CMP00005243,WDR00006287,88608d8709fffff,ATM001831,2024-10-22T22:54:50,146276.88,8174.0,True
CMP00005244,WDR00006288,8842dd12e9fffff,ATM001724,2024-05-09T12:06:10,5240.6,2364.0,True
CMP00005245,WDR00006289,883da20149fffff,ATM000796,2024-12-20T13:32:12,10957.65,4691.0,True
CMP00005245,WDR00006290,883da21819fffff,ATM000074,2024-12-20T13:47:50,3796.52,5629.0,True
CMP00005246,WDR00006291,883da1173bfffff,ATM000635,2024-12-30T23:13:48,695.93,7447.0,True
CMP00005247,WDR00006292,883da115a5fffff,ATM001482,2024-04-05T14:41:18,93074.9,2337.0,True
CMP00005248,,,,,,,False
CMP00005249,WDR00006293,883d8845a5fffff,ATM001516,2024-09-22T21:34:28,4880.83,939.0,True
CMP00005249,WDR00006294,883d8845a5fffff,ATM001516,2024-09-22T21:44:02,7167.27,1513.0,True
CMP00005250,WDR00006295,883da11447fffff,ATM001096,2024-03-10T19:27:24,577308.42,2554.0,True
CMP00005251,WDR00006296,883da11643fffff,ATM000983,2024-09-24T19:15:53,384480.73,1610.0,True
CMP00005252,WDR00006297,8860a07543fffff,ATM001541,2024-01-16T16:55:23,6248.88,2702.0,True
CMP00005253,,,,,,,False
CMP00005254,,,,,,,False
CMP00005255,,,,,,,False
CMP00005256,,,,,,,False
CMP00005257,,,,,,,False
CMP00005258,WDR00006298,883dac18b5fffff,ATM001685,2024-09-04T17:28:50,51222.96,2237.0,True
CMP00005259,WDR00006299,883c93b0adfffff,ATM001966,2024-09-09T19:44:40,16473.03,1844.0,True
CMP00005260,WDR00006300,88608851c1fffff,ATM000794,2024-03-25T18:28:48,2238.62,3154.0,True
CMP00005261,,,,,,,False
CMP00005262,WDR00006301,883da1155bfffff,ATM001106,2024-03-07T22:36:59,9033.53,847.0,True
CMP00005263,WDR00006302,883da11463fffff,ATM000719,2024-03-02T20:59:06,69829.75,1378.0,True
CMP00005264,,,,,,,False
CMP00005265,,,,,,,False
CMP00005266,WDR00006303,8860b28311fffff,ATM001787,2024-03-03T04:08:40,4999.64,8924.0,True
CMP00005267,WDR00006304,883d12a231fffff,ATM001897,2024-07-11T20:56:11,5469.57,2197.0,True
CMP00005268,WDR00006305,883cf29987fffff,ATM000120,2024-02-24T17:09:46,249.58,5310.0,True
CMP00005268,WDR00006306,883cad74e9fffff,ATM001958,2024-02-24T17:30:05,995.12,6529.0,True
CMP00005268,WDR00006307,883cad74e9fffff,ATM001958,2024-02-24T17:49:04,779.18,7668.0,True
CMP00005269,WDR00006308,8860953aebfffff,ATM001644,2024-10-11T11:59:01,10476.54,2199.0,True
CMP00005270,WDR00006309,8860a61b1bfffff,ATM001877,2024-11-13T20:02:47,93684.84,8601.0,True
CMP00005270,WDR00006310,8860a6b9cbfffff,ATM001835,2024-11-13T20:11:33,8809.3,9127.0,True
CMP00005271,WDR00006311,88619bad2bfffff,ATM001615,2024-08-09T21:51:39,39512.77,11183.0,True
CMP00005272,,,,,,,False
CMP00005273,,,,,,,False
CMP00005274,WDR00006312,8860b13713fffff,ATM001479,2024-02-26T20:07:45,24229.98,3392.0,True
CMP00005275,WDR00006313,884243ab13fffff,ATM001853,2024-06-11T21:44:40,228696.7,7388.0,True
CMP00005276,WDR00006314,8860a465e3fffff,ATM001994,2024-02-03T19:08:11,41293.28,3395.0,True
CMP00005277,WDR00006315,883cb200e9fffff,ATM001874,2024-07-24T19:03:29,136069.03,1798.0,True
CMP00005278,WDR00006316,88608b0b03fffff,ATM000372,2024-10-22T00:33:37,6791.26,7317.0,True
CMP00005279,WDR00006317,883c16ae15fffff,ATM001763,2024-06-26T13:44:35,471.72,1899.0,True
CMP00005279,WDR00006318,883d8dcd09fffff,ATM000749,2024-06-26T13:59:42,1634.72,2806.0,True
CMP00005280,WDR00006319,8842538d4bfffff,ATM001418,2024-09-23T23:29:41,11644.2,9582.0,True
CMP00005280,WDR00006320,8842538d4bfffff,ATM001418,2024-09-23T23:41:28,14006.74,10289.0,True
CMP00005281,WDR00006321,883da11607fffff,ATM000785,2024-12-14T12:43:25,2430.57,2189.0,True
CMP00005281,WDR00006322,883da116adfffff,ATM000182,2024-12-14T12:55:12,18800.89,2896.0,True
CMP00005282,WDR00006323,883c969a6bfffff,ATM001574,2024-12-16T13:53:07,47028.23,6625.0,True
CMP00005282,WDR00006324,883db385e9fffff,ATM001840,2024-12-16T14:09:41,6868.13,7619.0,True
CMP00005283,WDR00006325,886083b819fffff,ATM001468,2024-12-05T23:52:05,395421.87,10982.0,True
CMP00005284,,,,,,,False
CMP00005285,,,,,,,False
CMP00005286,,,,,,,False
CMP00005287,,,,,,,False
CMP00005288,WDR00006326,886026d615fffff,ATM001791,2024-10-12T21:19:03,9747.95,4477.0,True
CMP00005288,WDR00006327,886026d615fffff,ATM001791,2024-10-12T21:47:10,23881.03,6164.0,True
CMP00005289,WDR00006328,8860a38d97fffff,ATM001619,2024-06-27T01:01:32,9701.81,1192.0,True
CMP00005290,WDR00006329,8860b13713fffff,ATM001479,2024-09-21T17:32:38,44062.95,2548.0,True
CMP00005291,WDR00006330,883c9009adfffff,ATM001672,2024-07-26T13:35:19,462.1,1147.0,True
CMP00005291,WDR00006331,883c9009adfffff,ATM001672,2024-07-26T13:41:07,80.34,1495.0,True
CMP00005291,WDR00006332,883c865189fffff,ATM001457,2024-07-26T13:46:55,848.63,1843.0,True
CMP00005291,WDR00006333,883c91465bfffff,ATM001639,2024-07-26T14:13:22,341.68,3430.0,True
CMP00005292,WDR00006334,8860025abdfffff,ATM001809,2024-06-18T09:55:53,18890.25,1434.0,True
CMP00005293,WDR00006335,883c9e2565fffff,ATM001663,2024-01-10T03:49:36,23674.8,5189.0,True
CMP00005293,WDR00006336,883c9e2565fffff,ATM001663,2024-01-10T04:02:11,179881.61,5944.0,True
CMP00005294,,,,,,,False
CMP00005295,WDR00006337,8861980001fffff,ATM001972,2024-10-01T13:01:34,16389.7,4425.0,True
CMP00005296,WDR00006338,8860136cc1fffff,ATM001938,2024-08-15T13:34:03,17091.55,14596.0,True
CMP00005297,WDR00006339,8842c01533fffff,ATM001552,2024-12-21T10:48:30,17522.85,3673.0,True
