complaint_id,incident_date,incident_time,incident_datetime,complaint_registered_at,incident_details,fraud_type,fraud_amount,victim_state,victim_pincode,victim_lat,victim_lon,victim_account_id,source_system,data_version,behavioral_profile
CMP00006512,2024-04-04,03:52:02,2024-04-04T03:52:02,2024-04-04T04:38:09,Impersonation of law enforcement; victim coerced into transferring INR 400941.,DIGITAL_ARREST,400941.27,Delhi,115594,28.770543,77.214328,ACCT00011512,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006513,2024-01-02,09:33:44,2024-01-02T09:33:44,2024-01-02T10:55:36,Online fraud complaint filed for INR 20319.,OTHER,20319.02,Bihar,811476,26.778569,87.664274,ACCT00011513,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006514,2024-08-27,15:31:39,2024-08-27T15:31:39,2024-08-27T16:50:22,Victim transferred INR 67826 to fake mutual fund agent.,INVESTMENT_FRAUD,67825.78,Rajasthan,319092,27.589827,70.333397,ACCT00011514,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006515,2024-03-10,12:39:26,2024-03-10T12:39:26,2024-03-10T14:19:11,Online fraud complaint filed for INR 18480.,OTHER,18480.22,Uttar Pradesh,289188,27.180026,78.204887,ACCT00011515,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006516,2024-05-05,12:25:53,2024-05-05T12:25:53,2024-05-05T12:59:36,Phishing email led to unauthorized transfer of INR 10663.,PHISHING,10663.18,Bihar,825016,24.7374,87.486703,ACCT00011516,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006517,2024-10-28,15:38:12,2024-10-28T15:38:12,2024-10-28T16:03:42,Fraudulent digital payment of INR 150096 detected from victim account.,DIGITAL_PAYMENT_FRAUD,150095.54,Rajasthan,321665,28.787635,76.279276,ACCT00011517,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006518,2024-11-05,12:36:42,2024-11-05T12:36:42,2024-11-05T13:45:56,Victim shared OTP after phishing call; INR 8075 debited.,PHISHING,8075.27,Kerala,695769,8.21296,76.451682,ACCT00011518,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006519,2024-04-09,18:48:36,2024-04-09T18:48:36,2024-04-09T19:15:00,Victim received fake payment link; INR 13753 debited without authorization.,DIGITAL_PAYMENT_FRAUD,13753.06,West Bengal,705499,23.201305,88.360575,ACCT00011519,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006520,2024-03-27,11:02:55,2024-03-27T11:02:55,2024-03-27T11:26:25,Online fraud complaint filed for INR 3769.,OTHER,3768.67,Madhya Pradesh,488305,22.09574,78.085145,ACCT00011520,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006521,2024-07-26,15:19:15,2024-07-26T15:19:15,2024-07-26T16:29:59,Fraudulent digital payment of INR 53531 detected from victim account.,DIGITAL_PAYMENT_FRAUD,53531.32,Rajasthan,342571,25.975583,74.154525,ACCT00011521,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006522,2024-05-01,20:54:08,2024-05-01T20:54:08,2024-05-01T21:16:36,Victim lured into fake investment scheme; lost INR 472978.,INVESTMENT_FRAUD,472977.79,West Bengal,745656,26.705402,86.218876,ACCT00011522,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006523,2024-12-16,15:19:18,2024-12-16T15:19:18,2024-12-16T16:17:49,Online fraud complaint filed for INR 29823.,OTHER,29823.43,Tamil Nadu,634994,12.847318,77.229587,ACCT00011523,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006524,2024-10-31,12:35:15,2024-10-31T12:35:15,2024-10-31T13:04:48,Victim's banking credentials phished; INR 5577 stolen.,PHISHING,5576.58,Uttar Pradesh,227361,24.007203,80.138814,ACCT00011524,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006525,2024-06-13,15:42:58,2024-06-13T15:42:58,2024-06-13T16:05:30,Victim received fake payment link; INR 65322 debited without authorization.,DIGITAL_PAYMENT_FRAUD,65322.13,Uttar Pradesh,247493,23.994443,77.114493,ACCT00011525,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006526,2024-03-04,19:51:44,2024-03-04T19:51:44,2024-03-04T21:17:26,Victim received fake payment link; INR 108646 debited without authorization.,DIGITAL_PAYMENT_FRAUD,108645.8,Uttar Pradesh,284946,25.849716,82.781166,ACCT00011526,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006527,2024-08-26,09:20:42,2024-08-26T09:20:42,2024-08-26T09:26:50,Victim received fake payment link; INR 6314 debited without authorization.,DIGITAL_PAYMENT_FRAUD,6314.08,Telangana,504962,19.134676,79.42662,ACCT00011527,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006528,2024-11-08,19:05:02,2024-11-08T19:05:02,2024-11-08T20:28:35,Fraudulent digital payment of INR 15955 detected from victim account.,DIGITAL_PAYMENT_FRAUD,15954.83,Rajasthan,341755,24.515133,73.12947,ACCT00011528,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006529,2024-10-27,19:31:21,2024-10-27T19:31:21,2024-10-27T19:52:32,Fake police/CBI call led victim to transfer INR 672606.,DIGITAL_ARREST,672606.41,Haryana,138115,30.127198,76.457043,ACCT00011529,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006530,2024-07-31,23:38:19,2024-07-31T23:38:19,2024-08-01T01:18:45,Victim lured into fake investment scheme; lost INR 48908.,INVESTMENT_FRAUD,48907.86,Haryana,137172,30.851912,76.607484,ACCT00011530,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006531,2024-11-12,17:11:16,2024-11-12T17:11:16,2024-11-12T18:40:05,Fraudulent digital payment of INR 28820 detected from victim account.,DIGITAL_PAYMENT_FRAUD,28820.41,West Bengal,715854,22.82617,87.799092,ACCT00011531,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006532,2024-09-05,22:20:42,2024-09-05T22:20:42,2024-09-05T23:47:00,Fraudulent digital payment of INR 12401 detected from victim account.,DIGITAL_PAYMENT_FRAUD,12400.75,Maharashtra,433605,18.445049,74.96617,ACCT00011532,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006533,2024-05-04,07:44:27,2024-05-04T07:44:27,2024-05-04T09:04:56,Victim threatened with digital arrest; paid INR 21141 under duress.,DIGITAL_ARREST,21141.08,Tamil Nadu,621354,9.071371,79.275377,ACCT00011533,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006534,2024-04-05,06:06:15,2024-04-05T06:06:15,2024-04-05T07:06:29,Victim threatened with digital arrest; paid INR 168390 under duress.,DIGITAL_ARREST,168389.66,Maharashtra,414911,16.746629,75.233881,ACCT00011534,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006535,2024-11-22,15:06:56,2024-11-22T15:06:56,2024-11-22T16:20:38,Victim transferred INR 52755 to fake mutual fund agent.,INVESTMENT_FRAUD,52755.23,Uttar Pradesh,235881,27.209797,78.163362,ACCT00011535,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006536,2024-07-11,18:30:58,2024-07-11T18:30:58,2024-07-11T19:15:35,Victim transferred INR 38379 to fake mutual fund agent.,INVESTMENT_FRAUD,38378.79,Tamil Nadu,612234,12.394024,78.213808,ACCT00011536,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006537,2024-12-03,19:09:34,2024-12-03T19:09:34,2024-12-03T19:44:46,Victim reported unauthorized UPI transaction of INR 354785.,DIGITAL_PAYMENT_FRAUD,354785.41,Uttar Pradesh,223640,28.717631,83.340827,ACCT00011537,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006538,2024-11-05,00:48:09,2024-11-05T00:48:09,2024-11-05T01:37:19,Fraudulent digital payment of INR 71130 detected from victim account.,DIGITAL_PAYMENT_FRAUD,71130.05,Uttar Pradesh,287553,26.613814,81.409167,ACCT00011538,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006539,2024-12-29,13:55:59,2024-12-29T13:55:59,2024-12-29T14:19:30,Cyber fraud reported; INR 64277 lost through unspecified method.,OTHER,64277.02,Maharashtra,444796,17.100201,72.847784,ACCT00011539,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006540,2024-05-07,13:27:57,2024-05-07T13:27:57,2024-05-07T14:48:33,Victim lured into fake investment scheme; lost INR 221712.,INVESTMENT_FRAUD,221711.55,Bihar,854058,27.272032,84.790287,ACCT00011540,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006541,2024-12-03,19:36:16,2024-12-03T19:36:16,2024-12-03T19:57:37,Victim's banking credentials phished; INR 85306 stolen.,PHISHING,85305.96,Maharashtra,419920,21.301745,77.045351,ACCT00011541,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006542,2024-12-18,13:07:30,2024-12-18T13:07:30,2024-12-18T13:21:29,Fraudulent digital payment of INR 10648 detected from victim account.,DIGITAL_PAYMENT_FRAUD,10647.91,Kerala,688430,9.295771,76.62173,ACCT00011542,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006543,2024-12-29,15:27:33,2024-12-29T15:27:33,2024-12-29T16:05:24,Victim received fake payment link; INR 389057 debited without authorization.,DIGITAL_PAYMENT_FRAUD,389056.96,Kerala,693795,10.205538,76.316099,ACCT00011543,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006544,2024-04-13,19:51:20,2024-04-13T19:51:20,2024-04-13T21:49:50,Victim received fake payment link; INR 6490 debited without authorization.,DIGITAL_PAYMENT_FRAUD,6489.98,West Bengal,716979,22.26988,89.878846,ACCT00011544,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006545,2024-02-11,15:28:04,2024-02-11T15:28:04,2024-02-11T16:17:40,Victim threatened with digital arrest; paid INR 144790 under duress.,DIGITAL_ARREST,144790.45,Uttar Pradesh,254908,27.372735,83.803528,ACCT00011545,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006546,2024-06-30,09:46:55,2024-06-30T09:46:55,2024-06-30T11:06:12,Victim threatened with digital arrest; paid INR 381234 under duress.,DIGITAL_ARREST,381234.25,Uttar Pradesh,204212,26.931479,80.35585,ACCT00011546,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006547,2024-05-01,23:35:11,2024-05-01T23:35:11,2024-05-02T01:31:01,Victim reported loss of INR 97534 via online fraud.,OTHER,97533.95,West Bengal,713014,22.638269,86.477152,ACCT00011547,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006548,2024-07-26,02:14:12,2024-07-26T02:14:12,2024-07-26T02:54:26,Victim reported loss of INR 25644 via online fraud.,OTHER,25643.58,Maharashtra,436499,18.035093,80.259092,ACCT00011548,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006549,2024-12-02,10:58:19,2024-12-02T10:58:19,2024-12-02T11:40:41,Fake police/CBI call led victim to transfer INR 112825.,DIGITAL_ARREST,112825.18,Telangana,523291,19.775532,78.689397,ACCT00011549,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006550,2024-04-12,07:13:11,2024-04-12T07:13:11,2024-04-12T08:05:06,Victim threatened with digital arrest; paid INR 330775 under duress.,DIGITAL_ARREST,330775.25,Delhi,118706,28.560003,77.378876,ACCT00011550,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006551,2024-04-17,14:54:03,2024-04-17T14:54:03,2024-04-17T16:21:44,Fake police/CBI call led victim to transfer INR 226198.,DIGITAL_ARREST,226197.71,Haryana,129384,29.504144,76.193195,ACCT00011551,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006552,2024-10-03,08:08:43,2024-10-03T08:08:43,2024-10-03T08:51:43,Victim lured into fake investment scheme; lost INR 257910.,INVESTMENT_FRAUD,257910.38,Madhya Pradesh,479291,23.648514,76.739526,ACCT00011552,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006553,2024-10-31,15:30:25,2024-10-31T15:30:25,2024-10-31T16:20:24,Victim transferred INR 415285 to fake mutual fund agent.,INVESTMENT_FRAUD,415284.88,Maharashtra,411222,17.763427,76.850154,ACCT00011553,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006554,2024-08-27,11:34:38,2024-08-27T11:34:38,2024-08-27T11:53:05,Victim threatened with digital arrest; paid INR 322730 under duress.,DIGITAL_ARREST,322730.07,Uttar Pradesh,201363,26.593193,80.72933,ACCT00011554,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006555,2024-01-29,08:45:38,2024-01-29T08:45:38,2024-01-29T09:40:44,Fraudulent digital payment of INR 114918 detected from victim account.,DIGITAL_PAYMENT_FRAUD,114917.63,Karnataka,573998,16.411262,75.103488,ACCT00011555,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006556,2024-05-07,16:13:16,2024-05-07T16:13:16,2024-05-07T17:49:10,Fraudulent digital payment of INR 109155 detected from victim account.,DIGITAL_PAYMENT_FRAUD,109154.67,Uttar Pradesh,287697,25.026138,79.344874,ACCT00011556,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006557,2024-12-10,20:41:56,2024-12-10T20:41:56,2024-12-10T21:42:14,Cyber fraud reported; INR 137590 lost through unspecified method.,OTHER,137590.14,Tamil Nadu,628595,10.878636,78.758902,ACCT00011557,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006558,2024-10-16,08:51:13,2024-10-16T08:51:13,2024-10-16T09:45:33,Victim received fake payment link; INR 21251 debited without authorization.,DIGITAL_PAYMENT_FRAUD,21251.47,Maharashtra,429639,19.463882,75.104574,ACCT00011558,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006559,2024-10-24,20:38:01,2024-10-24T20:38:01,2024-10-24T22:27:14,Victim reported unauthorized UPI transaction of INR 7178.,DIGITAL_PAYMENT_FRAUD,7178.32,Uttar Pradesh,226143,29.2451,83.670648,ACCT00011559,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006560,2024-10-21,19:58:00,2024-10-21T19:58:00,2024-10-21T21:15:16,Phishing email led to unauthorized transfer of INR 8597.,PHISHING,8597.25,Tamil Nadu,616581,10.365666,76.734834,ACCT00011560,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006561,2024-08-29,17:39:33,2024-08-29T17:39:33,2024-08-29T18:03:35,Victim reported unauthorized UPI transaction of INR 44987.,DIGITAL_PAYMENT_FRAUD,44987.15,Gujarat,391317,21.903593,73.224067,ACCT00011561,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006562,2024-01-29,16:08:38,2024-01-29T16:08:38,2024-01-29T16:49:06,Victim threatened with digital arrest; paid INR 56236 under duress.,DIGITAL_ARREST,56235.72,Tamil Nadu,625121,12.87775,76.587262,ACCT00011562,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006563,2024-11-29,19:03:36,2024-11-29T19:03:36,2024-11-29T20:36:26,Victim received fake payment link; INR 9829 debited without authorization.,DIGITAL_PAYMENT_FRAUD,9828.81,Haryana,137927,29.454901,75.306958,ACCT00011563,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006564,2024-10-12,23:25:57,2024-10-12T23:25:57,2024-10-13T00:32:56,Victim transferred INR 83082 to fake mutual fund agent.,INVESTMENT_FRAUD,83082.45,Uttar Pradesh,233936,24.401707,83.999652,ACCT00011564,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006565,2024-10-04,16:21:33,2024-10-04T16:21:33,2024-10-04T17:19:41,Victim transferred INR 63958 to fake mutual fund agent.,INVESTMENT_FRAUD,63957.6,Gujarat,374112,20.756866,71.083895,ACCT00011565,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006566,2024-12-27,18:13:17,2024-12-27T18:13:17,2024-12-27T18:27:23,Victim reported unauthorized UPI transaction of INR 2861.,DIGITAL_PAYMENT_FRAUD,2861.01,Uttar Pradesh,245276,24.575028,80.695697,ACCT00011566,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006567,2024-03-15,07:01:36,2024-03-15T07:01:36,2024-03-15T08:00:55,Phishing email led to unauthorized transfer of INR 1953.,PHISHING,1952.91,Karnataka,565724,11.659952,75.43165,ACCT00011567,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006568,2024-07-24,07:27:27,2024-07-24T07:27:27,2024-07-24T08:26:52,Victim received fake payment link; INR 21445 debited without authorization.,DIGITAL_PAYMENT_FRAUD,21445.32,Odisha,756108,17.842287,82.948757,ACCT00011568,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006569,2024-05-11,10:19:31,2024-05-11T10:19:31,2024-05-11T10:45:37,Victim lured into fake investment scheme; lost INR 300127.,INVESTMENT_FRAUD,300126.54,Uttar Pradesh,215830,29.854892,80.776459,ACCT00011569,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006570,2024-11-09,10:32:21,2024-11-09T10:32:21,2024-11-09T10:52:08,Online fraud complaint filed for INR 74824.,OTHER,74823.57,Telangana,527124,17.175168,79.359161,ACCT00011570,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006571,2024-11-20,12:25:22,2024-11-20T12:25:22,2024-11-20T14:13:42,Victim reported unauthorized UPI transaction of INR 5628.,DIGITAL_PAYMENT_FRAUD,5628.1,Maharashtra,441150,20.870865,78.898621,ACCT00011571,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006572,2024-07-20,16:35:36,2024-07-20T16:35:36,2024-07-20T16:55:56,Victim threatened with digital arrest; paid INR 132090 under duress.,DIGITAL_ARREST,132089.89,Maharashtra,442206,21.140098,75.020781,ACCT00011572,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006573,2024-06-14,12:40:13,2024-06-14T12:40:13,2024-06-14T13:49:52,Victim lured into fake investment scheme; lost INR 730243.,INVESTMENT_FRAUD,730242.88,West Bengal,702274,25.629316,88.207643,ACCT00011573,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006574,2024-11-20,20:40:22,2024-11-20T20:40:22,2024-11-20T22:39:26,Victim threatened with digital arrest; paid INR 102784 under duress.,DIGITAL_ARREST,102783.72,Uttar Pradesh,264117,24.470794,83.205542,ACCT00011574,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006575,2024-02-07,16:11:18,2024-02-07T16:11:18,2024-02-07T17:07:41,Victim threatened with digital arrest; paid INR 85694 under duress.,DIGITAL_ARREST,85694.48,Gujarat,381435,22.613001,73.767434,ACCT00011575,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006576,2024-05-11,23:35:12,2024-05-11T23:35:12,2024-05-12T00:33:24,Fraudulent digital payment of INR 70821 detected from victim account.,DIGITAL_PAYMENT_FRAUD,70820.76,Punjab,165600,30.346984,74.989252,ACCT00011576,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006577,2024-02-22,10:42:16,2024-02-22T10:42:16,2024-02-22T12:25:53,Victim reported unauthorized UPI transaction of INR 15808.,DIGITAL_PAYMENT_FRAUD,15807.54,Telangana,501692,16.557658,80.367616,ACCT00011577,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006578,2024-10-02,02:04:33,2024-10-02T02:04:33,2024-10-02T02:39:50,Victim received fake payment link; INR 7769 debited without authorization.,DIGITAL_PAYMENT_FRAUD,7768.64,Maharashtra,422105,15.961495,79.628607,ACCT00011578,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006579,2024-04-16,17:10:38,2024-04-16T17:10:38,2024-04-16T19:10:26,Victim received fake payment link; INR 10402 debited without authorization.,DIGITAL_PAYMENT_FRAUD,10402.11,West Bengal,708967,26.614223,88.687456,ACCT00011579,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006580,2024-03-06,19:13:15,2024-03-06T19:13:15,2024-03-06T20:07:13,Fake police/CBI call led victim to transfer INR 115939.,DIGITAL_ARREST,115938.69,Delhi,113335,28.507444,77.058867,ACCT00011580,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006581,2024-05-10,11:11:13,2024-05-10T11:11:13,2024-05-10T13:07:27,Fake police/CBI call led victim to transfer INR 853750.,DIGITAL_ARREST,853749.68,Maharashtra,445238,16.53245,80.387873,ACCT00011581,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006582,2024-12-28,13:11:29,2024-12-28T13:11:29,2024-12-28T14:36:04,Phishing email led to unauthorized transfer of INR 12795.,PHISHING,12795.38,Maharashtra,441676,19.372147,78.353645,ACCT00011582,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006583,2024-12-04,15:43:20,2024-12-04T15:43:20,2024-12-04T17:11:07,Victim reported loss of INR 20220 via online fraud.,OTHER,20219.73,Karnataka,596077,15.384672,74.434804,ACCT00011583,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006584,2024-11-18,20:28:27,2024-11-18T20:28:27,2024-11-18T22:16:43,Victim transferred INR 182212 to fake mutual fund agent.,INVESTMENT_FRAUD,182212.37,Tamil Nadu,618036,13.367134,80.132892,ACCT00011584,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006585,2024-07-25,02:25:23,2024-07-25T02:25:23,2024-07-25T03:26:34,Victim shared OTP after phishing call; INR 12067 debited.,PHISHING,12067.01,Gujarat,385740,23.734516,73.476069,ACCT00011585,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006586,2024-02-21,14:49:09,2024-02-21T14:49:09,2024-02-21T16:25:59,Victim reported unauthorized UPI transaction of INR 373965.,DIGITAL_PAYMENT_FRAUD,373965.17,Madhya Pradesh,478065,26.174283,79.314117,ACCT00011586,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006587,2024-08-10,18:37:07,2024-08-10T18:37:07,2024-08-10T18:39:39,Fraudulent trading platform collected INR 233280 from victim.,INVESTMENT_FRAUD,233279.98,Rajasthan,316414,23.389435,73.740729,ACCT00011587,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006588,2024-09-18,17:53:36,2024-09-18T17:53:36,2024-09-18T18:24:51,Victim reported loss of INR 21939 via online fraud.,OTHER,21939.35,Delhi,111906,28.447124,77.137455,ACCT00011588,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006589,2024-08-18,15:21:02,2024-08-18T15:21:02,2024-08-18T15:40:28,Victim reported unauthorized UPI transaction of INR 28147.,DIGITAL_PAYMENT_FRAUD,28146.56,Telangana,509004,15.809396,80.29456,ACCT00011589,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006590,2024-11-29,16:27:02,2024-11-29T16:27:02,2024-11-29T17:21:30,Victim received fake payment link; INR 15991 debited without authorization.,DIGITAL_PAYMENT_FRAUD,15991.45,Maharashtra,406915,17.299935,74.914836,ACCT00011590,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006591,2024-12-15,19:25:22,2024-12-15T19:25:22,2024-12-15T20:10:38,Victim reported loss of INR 40138 via online fraud.,OTHER,40137.95,Telangana,512487,16.57465,79.161116,ACCT00011591,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006592,2024-09-14,15:27:09,2024-09-14T15:27:09,2024-09-14T17:26:09,Victim reported unauthorized UPI transaction of INR 27166.,DIGITAL_PAYMENT_FRAUD,27165.63,Karnataka,591165,14.389993,76.208348,ACCT00011592,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006593,2024-04-04,08:55:37,2024-04-04T08:55:37,2024-04-04T09:53:29,Victim received fake payment link; INR 3135 debited without authorization.,DIGITAL_PAYMENT_FRAUD,3135.04,Maharashtra,428072,21.853079,73.797442,ACCT00011593,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006594,2024-06-23,22:47:18,2024-06-23T22:47:18,2024-06-24T00:05:09,Victim's banking credentials phished; INR 37932 stolen.,PHISHING,37931.65,Haryana,132060,27.758369,76.333918,ACCT00011594,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006595,2024-05-29,13:12:48,2024-05-29T13:12:48,2024-05-29T13:22:59,Victim lured into fake investment scheme; lost INR 20541.,INVESTMENT_FRAUD,20541.03,Uttar Pradesh,254679,24.998853,84.493627,ACCT00011595,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006596,2024-04-05,05:17:27,2024-04-05T05:17:27,2024-04-05T05:34:04,Victim reported unauthorized UPI transaction of INR 13458.,DIGITAL_PAYMENT_FRAUD,13457.83,Delhi,116625,28.727416,76.939903,ACCT00011596,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006597,2024-03-21,08:10:40,2024-03-21T08:10:40,2024-03-21T09:23:58,Victim lured into fake investment scheme; lost INR 453502.,INVESTMENT_FRAUD,453502.47,Madhya Pradesh,474021,26.70561,75.558778,ACCT00011597,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006598,2024-09-24,13:02:50,2024-09-24T13:02:50,2024-09-24T13:21:52,Victim shared OTP after phishing call; INR 4936 debited.,PHISHING,4935.77,Uttar Pradesh,282416,29.302718,84.056318,ACCT00011598,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006599,2024-11-19,10:39:47,2024-11-19T10:39:47,2024-11-19T10:43:00,Victim threatened with digital arrest; paid INR 394605 under duress.,DIGITAL_ARREST,394604.99,Maharashtra,442923,21.971301,77.884628,ACCT00011599,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006600,2024-03-21,13:38:53,2024-03-21T13:38:53,2024-03-21T13:49:15,Victim reported unauthorized UPI transaction of INR 39621.,DIGITAL_PAYMENT_FRAUD,39620.71,Rajasthan,332810,27.086986,78.173844,ACCT00011600,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006601,2024-03-01,16:33:29,2024-03-01T16:33:29,2024-03-01T18:14:22,Victim transferred INR 321321 to fake mutual fund agent.,INVESTMENT_FRAUD,321320.57,Uttar Pradesh,225107,24.14272,77.066891,ACCT00011601,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006602,2024-12-25,15:36:29,2024-12-25T15:36:29,2024-12-25T17:34:59,Cyber fraud reported; INR 5397 lost through unspecified method.,OTHER,5396.84,Maharashtra,444035,19.903059,79.416155,ACCT00011602,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006603,2024-08-08,02:25:40,2024-08-08T02:25:40,2024-08-08T03:21:13,Victim's banking credentials phished; INR 9434 stolen.,PHISHING,9434.18,Tamil Nadu,606763,12.206668,76.912556,ACCT00011603,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006604,2024-11-05,10:52:41,2024-11-05T10:52:41,2024-11-05T12:04:36,Phishing email led to unauthorized transfer of INR 16372.,PHISHING,16371.89,Uttar Pradesh,202427,29.507397,82.632687,ACCT00011604,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006605,2024-06-05,11:56:02,2024-06-05T11:56:02,2024-06-05T13:17:08,Victim received fake payment link; INR 78903 debited without authorization.,DIGITAL_PAYMENT_FRAUD,78902.86,Tamil Nadu,635140,10.874112,79.985287,ACCT00011605,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006606,2024-06-28,18:27:06,2024-06-28T18:27:06,2024-06-28T18:52:40,Victim's banking credentials phished; INR 11794 stolen.,PHISHING,11794.35,West Bengal,742766,26.315452,88.18652,ACCT00011606,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006607,2024-01-18,19:00:06,2024-01-18T19:00:06,2024-01-18T19:51:04,Victim reported unauthorized UPI transaction of INR 1981.,DIGITAL_PAYMENT_FRAUD,1981.27,Uttar Pradesh,279578,29.81356,82.534546,ACCT00011607,SYNTHETIC,2.0.0,FAST_CASHOUT
